band	state	site	box	year	date	class	age	sex	experiment	treatment	cap_num	b_cort	s_cort	d_cort	a_cort	inj_type	ss_type	b_lat	s_lat	d_a_lat	b_gluc	s_gluc	d_gluc	a_gluc	stage	post_trt	mass	bhead	fwing	massd15	time_start	notes
88004570	NY	CU2	121	2019	147	adult	ASY	F	Color_Stressor	Control_Dull	2	0.377				Dex_or_nothing	B_S_D	94			213				late_inc	yes	23				450	
88004754	NY	CU2	29	2019	148	adult	ASY	F	Color_Stressor	Predator_Dull	1	1.058	32.23	0.509		Dex_or_nothing	B_S_D	56	29	30	208	300	304		early_inc	no	23.5	28.1	120		450	
88004754	NY	CU2	29	2019	154	adult	ASY	F	Color_Stressor	Predator_Dull	2	5.634				Dex_or_nothing	B_S_D	113			254				late_inc	yes	19.5				487	
156181153	NY	CU2	57	2019	153	adult	SY	F	Color_Stressor	Predator_Control	1	0.166	15.993	5.318		Dex_or_nothing	B_S_D	68	30	30	196	305	303		early_inc	no	23.25	28.2	111		433	"Different band numbers written on data sheet. On femal capture #1, band number was 156181158. Band # 156181153 is recorded in last year's data sheet."
156181153	NY	CU2	57	2019	159	adult	SY	F	Color_Stressor	Predator_Control	2	1.073				Dex_or_nothing	B_S_D	85			241				late_inc	yes	20.5				462	
169139088	NY	CU1	19	2019	184	adult	AHY	M			1	6.105				Dex_or_nothing	B_S_D	70			252				provision	no	22	28.9	115		593	
212110278	NY	CU1	349	2019	141	adult	ASY	F			1	1.287	50.321			Dex_or_nothing	B_S_D	102	30		193	189			early_inc	no	21.75	28.7	115		677	
212110294	NY	CU1	90	2019	149	adult	ASY	F	Color_Stressor	Predator_Dull	1	1.013	23.468	11.998		Dex_or_nothing	B_S_D	119	30	32	189	196	196		early_inc	no	21.5	27.7	114		448	
212110294	NY	CU1	90	2019	154	adult	ASY	F	Color_Stressor	Predator_Dull	2	0.489				Dex_or_nothing	B_S_D	81			218				late_inc	yes	19				524	
259122557	NY	CU2	111	2019	142	adult	AHY	M	Color_Stressor	Mate_Control_Dull	1	0.986				Dex_or_nothing	B_S_D	80			210				provision	no	21.5	28.9	119		543	Male accidentally caught
259122557	NY	CU2	111	2019	151	adult	AHY	M	Color_Stressor	Mate_Control_Dull	2	0.461	23.457	8.57		Dex_or_nothing	B_S_D	93	30	30	191	227	279		provision	no	21	28.7	121		475	Bolus: Yes
262125449	NY	CU1	105	2019	160	adult	AHY	M	Color_Stressor	Mate_Predator_Dull	1	8.073	21.724	11.978		Dex_or_nothing	B_S_D	118	33	31	206	242	272		provision	no	21	27.9	122		463	
262125966	NY	CU1	81	2019	161	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	2.308	52.098	14.065		Dex_or_nothing	B_S_D	105	30	30	164	197	260		provision	no	21.5	29.2	123		518	
262126105	NY	CU2	122	2019	153	adult	AHY	M	Color_Stressor	Mate_Predator_Control	1	1	15.461			Dex_or_nothing	B_S_D	77	29		216				provision	no	23.5	29.6	121		549	
272106628	NY	CU1	47	2019	161	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	5.192	25.25	12.96		Dex_or_nothing	B_S_D	129	-30	30	201	215	209		provision	no	21.5	29	120		461	
272106664	NY	CU2	103	2019	155	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	0.413	35.765	15.217		Dex_or_nothing	B_S_D	59	30	38	215	229	276		provision	no	20	28.5	121		487	
272106728	NY	CU2	54	2019	153	adult	ASY	F	Color_Stressor	Predator_Control	1	0.279	21.335	5.126		Dex_or_nothing	B_S_D	72	33	32	180	342	260		early_inc	no	23.5	28.1	116		427	
272106728	NY	CU2	54	2019	158	adult	ASY	F	Color_Stressor	Predator_Control	2	3.671				Dex_or_nothing	B_S_D	85			236				late_inc	yes	20.25				490	
272106817	NY	CU2	22	2019	150	adult	ASY	F	Color_Stressor	Control_Control	1	0.47	36.518	14.7		Dex_or_nothing	B_S_D	73	30	30	167	235	236		early_inc	no	22.5	27.7	117		441	
272106817	NY	CU2	22	2019	155	adult	ASY	F	Color_Stressor	Control_Control	2	2.388				Dex_or_nothing	B_S_D	80			235				late_inc	no	20				430	
272106822	NY	CU2	68	2019	143	adult	ASY	F	Color_Stressor	Control_Dull	1	2.39	31.438	9.754		Dex_or_nothing	B_S_D	98	31	30	226	259	277		early_inc	no	20.5	29.1	117.5		434	
272106822	NY	CU2	68	2019	148	adult	ASY	F	Color_Stressor	Control_Dull	2	4.683				Dex_or_nothing	B_S_D	170			245				late_inc	yes	21				449	
272106847	NY	CU2	109	2019	158	adult	AHY	M	Color_Stressor	Mate_Control_Dull	1	0.528	28.531	5.308		Dex_or_nothing	B_S_D	86	30	33	202	232	229		provision	no	18.5	28.8	121		538	
272106913	NY	CU2	120	2019	145	adult	ASY	F	Color_Stressor	Control_Control	1	0.47	28.237	9.836		Dex_or_nothing	B_S_D	51	30	30	199	299	294		early_inc	no	22	29.2	122.5		438	
272106914	NY	CU2	37	2019	177	adult	AHY	M			1	2.578	26.569	12.056		Dex_or_nothing	B_S_D	59	30	30	249	279	298		provision	no	21.5	28.1	123		561	Dex injection for male expired in 3/2019
272106974	NY	CU2	82	2019	162	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	5.294	38.508	11.125		Dex_or_nothing	B_S_D	120	31	30	237	291	335		provision	no	19	28.5	121		553	
272106986	NY	CU2	9	2019	168	adult	AHY	M	Color_Stressor	Mate_Predator_Dull	1	4.385	89.404	33.877		Dex_or_nothing	B_S_D	72	30	31	212	239	231		provision	no	17	28.5	120		427	
272107161	NY	CU2	124	2019	157	adult	ASY	F	Color_Stressor	Predator_Control	1	5.541	18.453	9.272		Dex_or_nothing	B_S_D	136	31	33	230	236	306		early_inc	no	19	28.3	117		460	
272107161	NY	CU2	124	2019	162	adult	ASY	F	Color_Stressor	Predator_Control	2	6.128				Dex_or_nothing	B_S_D	82			223				late_inc	yes	18.5				430	
272107217	NY	CU2	116	2019	146	adult	ASY	F	Color_Stressor	Control_Control	1	1.385	15.018	8.075		Dex_or_nothing	B_S_D	105	31	32	215	241	305		early_inc	no	23.5	29.9	117		442	
272107217	NY	CU2	116	2019	151	adult	ASY	F	Color_Stressor	Control_Control	2	3.182				Dex_or_nothing	B_S_D	87			201				late_inc	no	23				430	
272107284	NY	CU2	19	2019	144	adult	SY	F	Color_Stressor	Predator_Control	1		26.085	5.977		Dex_or_nothing	B_S_D		31	32		179	200		early_inc	no	21.5	28.6	112		433	
272107284	NY	CU2	19	2019	149	adult	SY	F	Color_Stressor	Predator_Control	2	12.896				Dex_or_nothing	B_S_D	120			211				late_inc	yes	20				513	
272107361	NY	CU2	31	2019	154	adult	SY	F	Color_Stressor	Control_Control	1	0.902	98.398	22.448		Dex_or_nothing	B_S_D	60	30	30	198	231	224		early_inc	no	20	28.4	109		428	
272107361	NY	CU2	31	2019	159	adult	SY	F	Color_Stressor	Control_Control	2	0.366				Dex_or_nothing	B_S_D	69			229				late_inc	no	20.5				503	
272107529	NY	CU1	86	2019	169	adult	AHY	M	Color_Stressor	Mate_Predator_Control	1	0.47	37.056	8.328		Dex_or_nothing	B_S_D	120	32	30	241	253	221		provision	no	19.25	27.8	121		534	
272107690	NY	CU2	116	2019	159	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	0.935	38.631	9.523		Dex_or_nothing	B_S_D	80	31	30	193	241	286		provision	no	22	29.6	129.5		453	
272107698	NY	CU2	122	2019	148	adult	ASY	F	Color_Stressor	Predator_Control	1	6.785	33.149	9.851		Dex_or_nothing	B_S_D	105	30	30	204	217	230		early_inc	no	22	28.5	118		497	
272107698	NY	CU2	120	2019	150	adult	ASY	F	Color_Stressor	Control_Control	2	0.47				Dex_or_nothing	B_S_D	74			216				late_inc	no	21				468	
272107739	NY	CU2	111	2019	136	adult	ASY	F	Color_Stressor	Control_Dull	1	5.26	50.541	6.717		Dex_or_nothing	B_S_D	45	31	30	202	219	210		early_inc	no	17	28.1	109		552	
272107739	NY	CU2	111	2019	142	adult	ASY	F	Color_Stressor	Control_Dull	2	1.291				Dex_or_nothing	B_S_D	90			216				late_inc	yes	18.25				599	
272107748	NY	CU2	39	2019	144	adult	ASY	F	Color_Stressor	Control_Control	1	3.523	7.02	8.751		Dex_or_nothing	B_S_D	82	30	34	167	215	189		early_inc	no	23.5	28.2	120		425	
272107748	NY	CU2	39	2019	149	adult	ASY	F	Color_Stressor	Control_Control	2	2.525				Dex_or_nothing	B_S_D	120			210				late_inc	no	21.5				484	
272107774	NY	CU2	64	2019	168	adult	AHY	M	Color_Stressor	Mate_Predator_Dull	1	2.796	39.558	7.719		Dex_or_nothing	B_S_D	108	34	30	213	297	298		provision	no	19	27.6	118		440	
272107786	NY	CU2	103	2019	140	adult	ASY	F	Color_Stressor	Control_Control	1	3.691	20.492	9.023		Dex_or_nothing	B_S_D	119	31	30	178	203	194		early_inc	no	23	27.6	115.5		443	
272107786	NY	CU2	103	2019	146	adult	ASY	F	Color_Stressor	Control_Control	2	1.104				Dex_or_nothing	B_S_D	55			186				late_inc	no	23.25				497	
272107805	NY	CU2	35	2019	140	adult	ASY	F	Color_Stressor	Predator_Dull	1	0.522	27.67	8.636		Dex_or_nothing	B_S_D	82	30	30	256	233	238		early_inc	no	22	28.4	114.5		438	
272107805	NY	CU2	35	2019	145	adult	ASY	F	Color_Stressor	Predator_Dull	2	5.84				Dex_or_nothing	B_S_D	99			223				late_inc	yes	19.75				489	
272107809	NY	CU1	81	2019	149	adult	ASY	F	Color_Stressor	Control_Control	1	0.47	41.96	11.758		Dex_or_nothing	B_S_D	48	30	31	196	256	278		early_inc	no	22	27.5	117		432	
272107809	NY	CU1	81	2019	154	adult	ASY	F	Color_Stressor	Control_Control	2	2.513				Dex_or_nothing	B_S_D	71			195				late_inc	no	21.25				470	
272107815	NY	CU2	3	2019	163	adult	AHY	M	Color_Stressor	Mate_Control_Dull	1	0.47	49.351	16.093		Dex_or_nothing	B_S_D	45	30	31	210	223	222		provision	no	19	29.1	121		467	
272107816	NY	CU2	14	2019	172	adult	AHY	M	Color_Stressor	Mate_Predator_Dull	1	5.784	45.979	11.817		Dex_or_nothing	B_S_D	109	31	30	235	196	304		provision	no	17.5	28.2	120		535	
272107817	NY	CU2	39	2019	149	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	2.398				Dex_or_nothing	B_S_D	110			190				provision	no	21	28.6	122		471	
272107817	NY	CU2	39	2019	158	adult	AHY	M	Color_Stressor	Mate_Control_Control	2	2.404	47.857	11.296		Dex_or_nothing	B_S_D	159	31	30	219	256	284		provision	no	20.5	29.6	118		484	
272107855	NY	CU2	62	2019	151	adult	SY	F	Color_Stressor	Control_Control	1	0.705	34.222	7.99		Dex_or_nothing	B_S_D	51	30	30	231	283	248		early_inc	no	20	27.6	114		445	
272107855	NY	CU2	62	2019	156	adult	SY	F	Color_Stressor	Control_Control	2	2.431				Dex_or_nothing	B_S_D	75			260				late_inc	no	18.5				459	
278171869	NY	CU2	8	2019	148	adult	SY	F	Color_Stressor	Predator_Control	1	4.813	74.669	11.326		Dex_or_nothing	B_S_D	68	36	30	189	232	198		early_inc	no	22	29.2	109		423	
278171870	NY	CU2	12	2019	148	adult	SY	F	Color_Stressor	Predator_Dull	1	3.006	30.643	9.916		Dex_or_nothing	B_S_D	116	31	30	202	204	213		early_inc	no	22	28.4	115		429	
278171870	NY	CU2	12	2019	153	adult	SY	F	Color_Stressor	Predator_Dull	2	0.566				Dex_or_nothing	B_S_D	81			196				late_inc	yes	21.5				488	
278171871	NY	CU2	1	2019	149	adult	SY	F	Color_Stressor	Control_Dull	1	0.753	32.059	14.334		Dex_or_nothing	B_S_D	120	32	29	130	234	215		early_inc	no	23	28.6	114		420	
278171871	NY	CU2	1	2019	154	adult	SY	F	Color_Stressor	Control_Dull	2	3.391				Dex_or_nothing	B_S_D	115			211				late_inc	yes	21				425	
278171872	NY	CU2	3	2019	150	adult	SY	F	Color_Stressor	Control_Dull	1	1.388	48.422	19.629		Dex_or_nothing	B_S_D	77	29	30	191	252	276		early_inc	no	20	26.5	114		450	
278171872	NY	CU2	3	2019	155	adult	SY	F	Color_Stressor	Control_Dull	2	3.426				Dex_or_nothing	B_S_D	75			282				late_inc	yes	18				456	
278171873	NY	CU2	82	2019	150	adult	SY	F	Color_Stressor	Control_Control	1	2.235	24.925	6.689		Dex_or_nothing	B_S_D	114	31	32	197	212	219		early_inc	no	18.5	27.7	107		445	
278171873	NY	CU2	82	2019	155	adult	SY	F	Color_Stressor	Control_Control	2	0.463				Dex_or_nothing	B_S_D	67			224				late_inc	no	17				547	
278171875	NY	CU2	117	2019	150	adult	SY	F	Color_Stressor	Control_Control	1	0.47	38.739	8.809		Dex_or_nothing	B_S_D	55	30	30	219	342	269		early_inc	no	21.5	27.8	116.5		481	
278171875	NY	CU2	117	2019	155	adult	SY	F	Color_Stressor	Control_Control	2	0.088				Dex_or_nothing	B_S_D	87			213				late_inc	no	19				516	
278171876	NY	CU2	107	2019	153	adult	SY	F	Color_Stressor	Control_Dull	1	1.691	24.783	11.804		Dex_or_nothing	B_S_D	105	31	32	192	222	219		early_inc	no	24.25	28.8	119		441	
278171876	NY	CU2	107	2019	158	adult	SY	F	Color_Stressor	Control_Dull	2	1.008				Dex_or_nothing	B_S_D	59			237				late_inc	yes	20				448	
278171877	NY	CU2	9	2019	153	adult	SY	F	Color_Stressor	Predator_Dull	1	0.47	15.699	10.972		Dex_or_nothing	B_S_D	90	31	30	218	248	264		early_inc	no	22.5	28.6	113		475	
278171877	NY	CU2	9	2019	158	adult	SY	F	Color_Stressor	Predator_Dull	2	1.571				Dex_or_nothing	B_S_D	88			258				late_inc	yes	19.25				521	
278171878	NY	CU2	35	2019	155	adult	AHY	M	Color_Stressor	Mate_Predator_Dull	1	4.793	68.694	28.948		Dex_or_nothing	B_S_D	117	31	32	232	182	197		provision	no	18.25	28.9	116		467	Trap did not deploy caught by hand
278171879	NY	CU2	54	2019	168	adult	AHY	M	Color_Stressor	Predator_Control	1	1.099	65.23	44.049		Dex_or_nothing	B_S_D	64	32	31	206	203	165		provision	no	18	29.1	118		460	
278171879	NY	CU2	54	2019	158	adult	AHY	M	Color_Stressor	Mate_Predator_Control	1	1.065				Dex_or_nothing	B_S_D	75			195				provision	no	20.5	29.4	127		473	Male captured on wrong day.
278171892	NY	CU2	31	2019	168	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	2.99	38.517	16.553		Dex_or_nothing	B_S_D	98	33	33	216	209	204		provision	no	17.5	28.5	119		427	
278171893	NY	CU1	83	2019	172	adult	AHY	M			1	0.47	34.711	18.17		Dex_or_nothing	B_S_D	78	30	30	211	279	247		provision	no	18.5	29	117		504	
278171894	NY	CU2	99	2019	168	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	8.096	30.308	9.205		Dex_or_nothing	B_S_D	100	32	34	237	223	241		provision	no	17.5	29	122		438	
278171896	NY	CU2	78	2019	150	adult	SY	F	Color_Stressor	Predator_Control	1	2.012	52.369	23.144		Dex_or_nothing	B_S_D	106	32	31	233	217	186		early_inc	no	20.25	29.3	120		437	
278171896	NY	CU2	78	2019	155	adult	SY	F	Color_Stressor	Predator_Control	2	0.764				Dex_or_nothing	B_S_D	85			251				late_inc	yes	19				532	
278172145	NY	CU2	36	2019	141	adult	ASY	F	Color_Stressor	Predator_Dull	1	0.884	51.116	9.664		Dex_or_nothing	B_S_D	80	31	31	179	233	264		early_inc	no	22	29.3	119		446	
278172145	NY	CU2	37	2019	164	adult	ASY	F			1	6.352	21.391	11.421		Dex_or_nothing	B_S_D	80	30	31	181	327	321		early_inc	no	21	28.7	119		458	
278172145	NY	CU2	36	2019	146	adult	ASY	F	Color_Stressor	Predator_Dull	2	1.893				Dex_or_nothing	B_S_D	60			234				late_inc	yes	21				473	
278172146	NY	CU2	44	2019	141	adult	SY	F	Color_Stressor	Control_Control	1	2.372	38.213	11.647		Dex_or_nothing	B_S_D	67	30	31	206	229	219		early_inc	no	22	28.2	120		459	
278172146	NY	CU2	45	2019	160	adult	SY	F	Color_Stressor	Predator_Control	1	1.099	22.003	10.256		Dex_or_nothing	B_S_D	108	31	31	192	214	248		early_inc	no	23.5	26.5	117		435	
278172147	NY	CU2	101	2019	143	adult	ASY	F	Color_Stressor	Predator_Dull	1	3.694	27.609	13.995		Dex_or_nothing	B_S_D	55	30	30	175	219	244		early_inc	no	22.5	29	115		431	
278172147	NY	CU2	101	2019	148	adult	ASY	F	Color_Stressor	Predator_Dull	2	7.842				Dex_or_nothing	B_S_D	93			215				late_inc	yes	21.5				480	
278172148	NY	CU2	93	2019	143	adult	SY	F	Color_Stressor	Predator_Dull	1	3.03	35.401	9.171		Dex_or_nothing	B_S_D	78	30	30	218	213	220		early_inc	no	21.5	29.1	119		520	
278172149	NY	CU2	109	2019	144	adult	SY	F	Color_Stressor	Control_Dull	1	3.387	62.886	11.12		Dex_or_nothing	B_S_D	84	30	30	174	199	218		early_inc	no	20.5	28.6	116		432	
278172149	NY	CU2	109	2019	149	adult	SY	F	Color_Stressor	Control_Dull	2	4.468				Dex_or_nothing	B_S_D	120			189				late_inc	yes	19.5				434	
278172150	NY	CU2	80	2019	144	adult	SY	F	Color_Stressor	Control_Dull	1	0.735	34.516	6.497		Dex_or_nothing	B_S_D	91	30	30	217	242	265		early_inc	no	21.5	28.9	117		437	
278172150	NY	CU2	80	2019	149	adult	SY	F	Color_Stressor	Control_Dull	2	2.524				Dex_or_nothing	B_S_D	120			231				late_inc	yes	20				454	
278172151	NY	CU2	32	2019	149	adult	SY	F	Color_Stressor	Predator_Dull	1	0.923	54.718	6.054		Dex_or_nothing	B_S_D	68	30	30	169	274	273		early_inc	no	21.2	28.7	118		427	
278172151	NY	CU2	32	2019	154	adult	SY	F	Color_Stressor	Predator_Dull	2	4.99				Dex_or_nothing	B_S_D	80			284				late_inc	yes	20				445	
278172152	NY	CU2	41	2019	149	adult	SY	F	Color_Stressor	Predator_Dull	1	2.726	66.334	22.147		Dex_or_nothing	B_S_D	55	30	31	194	236	267		early_inc	no	22.75	28.6	116		441	
278172152	NY	CU2	41	2019	154	adult	SY	F	Color_Stressor	Predator_Dull	2	5.833				Dex_or_nothing	B_S_D	80			206				late_inc	yes	21				435	
278172153	NY	CU2	127	2019	149	adult	SY	F	Color_Stressor	Predator_Control	1	2.034	75.747	17.005		Dex_or_nothing	B_S_D	69	36	32	172	242	260		early_inc	no	20	28.1	113		475	
278172153	NY	CU2	127	2019	154	adult		F	Color_Stressor	Predator_Control	2	2.091				Dex_or_nothing	B_S_D	96			209				late_inc	yes	17.5				457	
278172154	NY	CU2	75	2019	149	adult	SY	F	Color_Stressor	Control_Dull	1	1.409	57.849	15.47		Dex_or_nothing	B_S_D	92	34	28	147	164	190		early_inc	no	20	28.1	116		499	
278172154	NY	CU2	75	2019	154	adult	SY	F	Color_Stressor	Control_Dull	2	3.791				Dex_or_nothing	B_S_D	60			204				late_inc	yes	19				510	
278172155	NY	CU2	15	2019	150	adult	SY	F	Color_Stressor	Predator_Control	1	0.679	35.089	16.511		Dex_or_nothing	B_S_D	180	30	29	188	240	269		early_inc	no	21	28.4	115		428	"Band on left foot, RFID on right foot (placed loosely because right foot had pox). Double check on second capture."
278172155	NY	CU2	15	2019	155	adult	SY	F	Color_Stressor	Predator_Control	2	0.518				Dex_or_nothing	B_S_D	75			361				late_inc	yes	18				480	
278172156	NY	CU2	70	2019	151	adult	SY	F	Color_Stressor	Predator_Control	1	0.968	15.244	10.1		Dex_or_nothing	B_S_D	75	30	30	185	316	273		early_inc	no	21	28.3	115		430	
278172157	NY	CU2	6	2019	151	adult	SY	F	Color_Stressor	Predator_Control	1	0.47	25.723	11.049		Dex_or_nothing	B_S_D	66	30	30	213	292	226		early_inc	no	23	28.7	116		455	
278172157	NY	CU2	6	2019	156	adult	SY	F	Color_Stressor	Predator_Control	2	0.47				Dex_or_nothing	B_S_D	86			251				late_inc	yes	21				512	
278172158	NY	CU2	105	2019	152	adult	SY	F	Color_Stressor	Predator_Dull	1	0.916	28.487	11.657		Dex_or_nothing	B_S_D	90	30	30	210	223	238		early_inc	no	19.5	28.3	111		442	
278172158	NY	CU2	105	2019	157	adult	SY	F	Color_Stressor	Predator_Dull	2	8.305				Dex_or_nothing	B_S_D	78			212				late_inc	yes	18.5				517	
278172159	NY	CU2	25	2019	153	adult	ASY	F	Color_Stressor	Control_Dull	1	0.47	19.006	4.597		Dex_or_nothing	B_S_D	68	30	31	188	254	215		early_inc	no	19.5	28.9	114		437	
278172160	NY	CU2	64	2019	154	adult	ASY	F	Color_Stressor	Predator_Dull	1	2.136	19.343	8.39		Dex_or_nothing	B_S_D	64	33	30	220	234	226		early_inc	no	20.5	28.5	114		437	
278172160	NY	CU2	64	2019	159	adult	ASY	F	Color_Stressor	Predator_Dull	2	0.646				Dex_or_nothing	B_S_D	70			218				late_inc	yes	19.5				485	
278172161	NY	CU2	6	2019	156	adult	AHY	M	Color_Stressor	Mate_Predator_Control	1	0.231	32.092			Dex_or_nothing	B_S_D	69	34		190	317			provision	no	21.5	28.8	115		423	
278172162	NY	CU2	34	2019	156	adult	SY	F	Color_Stressor	Control_Dull	1	1.614	25.302	9.064		Dex_or_nothing	B_S_D	86	29	31	241	413	347		early_inc	no	22	28.3	116		525	
278172162	NY	CU2	34	2019	161	adult	SY	F	Color_Stressor	Control_Dull	2	1.764				Dex_or_nothing	B_S_D	114			215				late_inc	yes	21				431	
278172163	NY	CU2	14	2019	158	adult	ASY	F	Color_Stressor	Predator_Dull	1	0.47	29.46	9.797		Dex_or_nothing	B_S_D	56	30	30	211	200	196		early_inc	no	22	29.4	116		432	
278172163	NY	CU2	14	2019	163	adult	ASY	F	Color_Stressor	Predator_Dull	2	0.47				Dex_or_nothing	B_S_D	75			222				late_inc	yes	20	29.4	116		445	
278172164	NY	CU2	80	2019	158	adult	AHY	M	Color_Stressor	Mate_Control_Dull	1	1.624	48.023	4.822		Dex_or_nothing	B_S_D	85	32	31	214	227	218		provision	no	18	29	122		442	
278172165	NY	CU2	120	2019	158	adult	AHY	M	Color_Stressor	Mate_Control_Control	1	0.47	41.479	11.089		Dex_or_nothing	B_S_D	180	31	31	224	260	243		provision	no	16	29.1	125		443	
278172167	NY	CU2	12	2019	161	adult	AHY	M	Color_Stressor	Mate_Predator_Dull	1	6.444	54.956	21.222		Dex_or_nothing	B_S_D	83	30	29	233	230	238		provision	no	19	28.6	117		460	
278172169	NY	CU2	32	2019	162	adult	AHY	M	Color_Stressor	Mate_Predator_Dull	1	8.175	44.106	7.576		Dex_or_nothing	B_S_D	135	30	30	236	229	243		provision	no	21	29.1	122		518	Telomere sample left in the fridge overnight (transferred to freezer at noon next day)
278172199	NY	CU2	101	2019	158	adult	AHY	M	Color_Stressor	Mate_Predator_Dull	1	7.325	48.577	29.162		Dex_or_nothing	B_S_D	71	31	31	194	230	204		provision	no	19	28.9	121		433	Jack-hammering occurred in unit 2 barn between 7:15 to 7:25.
278172224	NY	CU1	47	2019	148	adult	SY	F	Color_Stressor	Control_Control	1		30.416	14.236		Dex_or_nothing	B_S_D	93	31	30	237	216	257		early_inc	no	21.75	28.3	112		442	
278172224	NY	CU1	47	2019	153	adult	SY	F	Color_Stressor	Control_Control	2	1.61				Dex_or_nothing	B_S_D	118			263				late_inc	no	21				510	
278172231	NY	CU1	34	2019	152	adult	SY	F	Color_Stressor	Control_Control	1	3.082	49.149	13.942		Dex_or_nothing	B_S_D	85	31	31	164	266	288		early_inc	no	21.5	28.8	113		449	
278172231	NY	CU1	19	2019	172	adult	SY	F			1	0.23	45.674	15.622		Dex_or_nothing	B_S_D	53	30	30	199	193	241		early_inc	yes	20.5	28.4	112		589	"Re-nest (previous nest: 34)
Experiment/Treatment: Color Stressor/Control-Control"
278172232	NY	CU1	134	2019	154	adult	SY	F	Color_Stressor	Predator_Dull	1	3.049	37.806	19.721		Dex_or_nothing	B_S_D	53	31	31	179	201	202		early_inc	no	22.5	27.9	116		435	
278172232	NY	CU1	134	2019	159	adult	SY	F	Color_Stressor	Predator_Dull	2	3.626				Dex_or_nothing	B_S_D	101			217				late_inc	yes	20.75				461	
278172233	NY	CU1	86	2019	154	adult	SY	F	Color_Stressor	Predator_Control	1	1.492	15.443	8.597		Dex_or_nothing	B_S_D	100	32	32	216	209	196		early_inc	no	20.75	28.5	117		441	
278172233	NY	CU1	86	2019	159	adult	SY	F	Color_Stressor	Predator_Control	2	0.988				Dex_or_nothing	B_S_D	114			229				late_inc	yes	19.5				487	COLOR CONTROL
278172235	NY	CU1	83	2019	157	adult	SY	F			1	8.649	44.465	11.2		Dex_or_nothing	B_S_D	120	35	30	193	193	202		early_inc	no	19	28.4	108		450	
278172235	NY	CU1	83	2019	162	adult	SY	F			2	13.345				Dex_or_nothing	B_S_D	111			209				late_inc	no	17.5				455	
278172282	NY	CU2	57	2019	166	adult	AHY	M	Color_Stressor	Mate_Predator_Control	1	1.728	43.132	9.624		Dex_or_nothing	B_S_D	111	33	33	161	271	183		provision	no	19	27.6	117		459	
278172287	NY	CU2	85	2019	168	adult	AHY	M	Color_Stressor	Mate_Control_Dull	1	9.267	82.088	33.281		Dex_or_nothing	B_S_D	85	30	30	183	178	164		provision	no	18	28.9	121		455	
281128401	NY	CU2	87	2019	143	adult	SY	F	Color_Stressor	Predator_Control	1	4.202	53.659	20.65		Dex_or_nothing	B_S_D	81	30	30	214	277	245		early_inc	no	20.25	28.1	112		444	
281128402	NY	CU2	20	2019	144	adult	SY	F	Color_Stressor	Control_Control	1	3.991	16.202	13.135		Dex_or_nothing	B_S_D	75	32	33	187	229	240		early_inc	no	20.75	29.8	119		432	
281128402	NY	CU2	20	2019	149	adult	SY	F	Color_Stressor	Control_Control	2	4.065				Dex_or_nothing	B_S_D	132			225				late_inc	no	19.5				501	
281128403	NY	CU2	94	2019	147	adult	SY	F	Color_Stressor	Predator_Control	1	0.405	16.376	8.294		Dex_or_nothing	B_S_D	101	30	31	194	233	253		early_inc	no	22	28.4	112		426	
281128403	NY	CU2	94	2019	152	adult	SY	F	Color_Stressor	Predator_Control	2	0.233				Dex_or_nothing	B_S_D	99			234				late_inc	yes	20				428	
281128404	NY	CU2	50	2019	168	adult	SY	F			1	0.47	32.896	14.107		Dex_or_nothing	B_S_D	80	31	32	216	232	225		early_inc	no	19	27.3	117		533	
281128404	NY	CU2	48	2019	148	adult	SY	F			1	0.304	20.786	10.64		Dex_or_nothing	B_S_D	88	31	30	195	281	299		early_inc	no	23	28.4	120		439	
281128405	NY	CU2	119	2019	166	adult	SY	F	Color_Stressor		1	0.323	32.621	7.404		Dex_or_nothing	B_S_D	94	31	30	208	257	268		early_inc	no	19	27.5	108		540	
281128516	NY	CU2	34	2019	170	adult	AHY	M	Color_Stressor	Mate_Control_Dull	1	0.04	66.523	16.464		Dex_or_nothing	B_S_D	120	30	30	184	255	273		provision	no	18.25	28.7	115		497	
281128601	NY	CU2	99	2019	155	adult	SY	F	Color_Stressor	Control_Control	1	0.638	66.317	6.171		Dex_or_nothing	B_S_D	54	31	30	185	278	189		early_inc	no	19.5	28.1	116		430	
281128601	NY	CU2	99	2019	160	adult	SY	F	Color_Stressor	Control_Control	2	0.226				Dex_or_nothing	B_S_D	115			219				late_inc	no	20				429	
281128602	NY	CU2	85	2019	155	adult	ASY	F	Color_Stressor	Control_Dull	1	0.532	46.084	19.619		Dex_or_nothing	B_S_D	66	33	33	196	209	186		early_inc	no	23.5	27.4	116		429	
281128602	NY	CU2	85	2019	159	adult	ASY	F	Color_Stressor	Control_Dull	2	0.47				Dex_or_nothing	B_S_D	55			233				late_inc	yes	21.5				520	
